PRESSURE,VOLUMEFACTOR,VISCOSITY,RS,PVTNUM,KEYWORD,OGR,OILDENSITY,WATERDENSITY,GASDENSITY,COMPRESSIBILITY,VISCOSIBILITY
1.0,1.15907572,0.64345,21.55203,1,PVTO,,,,,,
25.0,1.15319788,0.67619,21.55203,1,PVTO,,,,,,
50.0,1.14759314,0.70959,21.55203,1,PVTO,,,,,,
75.0,1.14244274,0.74231,21.55203,1,PVTO,,,,,,
100.0,1.13768608,0.77439,21.55203,1,PVTO,,,,,,
125.0,1.13327375,0.80585,21.55203,1,PVTO,,,,,,
150.0,1.1291649,0.83672,21.55203,1,PVTO,,,,,,
175.0,1.12532541,0.86702,21.55203,1,PVTO,,,,,,
200.0,1.12172647,0.89677,21.55203,1,PVTO,,,,,,
225.0,1.11834354,0.92599,21.55203,1,PVTO,,,,,,
250.0,1.11515557,0.9547,21.55203,1,PVTO,,,,,,
275.0,1.11214434,0.98292,21.55203,1,PVTO,,,,,,
300.0,1.10929399,1.01065,21.55203,1,PVTO,,,,,,
321.381,1.10697335,1.03399,21.55203,1,PVTO,,,,,,
350.0,1.10402206,1.06472,21.55203,1,PVTO,,,,,,
400.0,1.09924719,1.11702,21.55203,1,PVTO,,,,,,
450.0,1.09489632,1.16763,21.55203,1,PVTO,,,,,,
500.0,1.09091083,1.21664,21.55203,1,PVTO,,,,,,
25.0,1.17415042,0.63294,28.0457,1,PVTO,,,,,,
50.0,1.16792401,0.66638,28.0457,1,PVTO,,,,,,
75.0,1.16222385,0.69918,28.0457,1,PVTO,,,,,,
100.0,1.15697664,0.73137,28.0457,1,PVTO,,,,,,
125.0,1.1521232,0.76297,28.0457,1,PVTO,,,,,,
150.0,1.14761502,0.79402,28.0457,1,PVTO,,,,,,
175.0,1.14341188,0.82453,28.0457,1,PVTO,,,,,,
200.0,1.13948005,0.85452,28.0457,1,PVTO,,,,,,
225.0,1.13579096,0.88401,28.0457,1,PVTO,,,,,,
250.0,1.13232023,0.91301,28.0457,1,PVTO,,,,,,
275.0,1.12904686,0.94154,28.0457,1,PVTO,,,,,,
300.0,1.12595265,0.9696,28.0457,1,PVTO,,,,,,
321.381,1.12343646,0.99325,28.0457,1,PVTO,,,,,,
350.0,1.1202402,1.0244,28.0457,1,PVTO,,,,,,
400.0,1.11507756,1.07749,28.0457,1,PVTO,,,,,,
450.0,1.11038215,1.12896,28.0457,1,PVTO,,,,,,
500.0,1.10608804,1.17888,28.0457,1,PVTO,,,,,,
50.0,1.1920819,0.61538,35.62113,1,PVTO,,,,,,
75.0,1.18568689,0.6479,35.62113,1,PVTO,,,,,,
100.0,1.17982339,0.67985,35.62113,1,PVTO,,,,,,
125.0,1.17441865,0.71127,35.62113,1,PVTO,,,,,,
150.0,1.16941365,0.74217,35.62113,1,PVTO,,,,,,
175.0,1.16475991,0.77258,35.62113,1,PVTO,,,,,,
200.0,1.16041704,0.80251,35.62113,1,PVTO,,,,,,
225.0,1.15635113,0.83197,35.62113,1,PVTO,,,,,,
250.0,1.15253337,0.86098,35.62113,1,PVTO,,,,,,
275.0,1.14893911,0.88954,35.62113,1,PVTO,,,,,,
300.0,1.14554709,0.91768,35.62113,1,PVTO,,,,,,
321.381,1.14279255,0.94141,35.62113,1,PVTO,,,,,,
350.0,1.13929833,0.9727,35.62113,1,PVTO,,,,,,
400.0,1.13366532,1.02612,35.62113,1,PVTO,,,,,,
450.0,1.12855326,1.078,35.62113,1,PVTO,,,,,,
500.0,1.12388696,1.12841,35.62113,1,PVTO,,,,,,
75.0,1.21272381,0.59105,44.18399,1,PVTO,,,,,,
100.0,1.20610239,0.62238,44.18399,1,PVTO,,,,,,
125.0,1.20002384,0.65323,44.18399,1,PVTO,,,,,,
150.0,1.19441489,0.68361,44.18399,1,PVTO,,,,,,
175.0,1.18921591,0.71355,44.18399,1,PVTO,,,,,,
200.0,1.18437778,0.74306,44.18399,1,PVTO,,,,,,
225.0,1.17985948,0.77215,44.18399,1,PVTO,,,,,,
250.0,1.17562649,0.80082,44.18399,1,PVTO,,,,,,
275.0,1.17164941,0.8291,44.18399,1,PVTO,,,,,,
300.0,1.16790308,0.85699,44.18399,1,PVTO,,,,,,
321.381,1.16486563,0.88053,44.18399,1,PVTO,,,,,,
350.0,1.16101851,0.91162,44.18399,1,PVTO,,,,,,
400.0,1.15483017,0.96477,44.18399,1,PVTO,,,,,,
450.0,1.14922793,1.01651,44.18399,1,PVTO,,,,,,
500.0,1.14412509,1.06688,44.18399,1,PVTO,,,,,,
100.0,1.23664848,0.56012,53.9408,1,PVTO,,,,,,
125.0,1.22973185,0.58998,53.9408,1,PVTO,,,,,,
150.0,1.22337639,0.61944,53.9408,1,PVTO,,,,,,
175.0,1.21750719,0.64852,53.9408,1,PVTO,,,,,,
200.0,1.21206316,0.67722,53.9408,1,PVTO,,,,,,
225.0,1.20699379,0.70555,53.9408,1,PVTO,,,,,,
250.0,1.20225689,0.73353,53.9408,1,PVTO,,,,,,
275.0,1.19781684,0.76115,53.9408,1,PVTO,,,,,,
300.0,1.19364332,0.78843,53.9408,1,PVTO,,,,,,
321.381,1.19026564,0.8115,53.9408,1,PVTO,,,,,,
350.0,1.18599522,0.84198,53.9408,1,PVTO,,,,,,
400.0,1.1791431,0.89421,53.9408,1,PVTO,,,,,,
450.0,1.1729573,0.94517,53.9408,1,PVTO,,,,,,
500.0,1.16733649,0.99489,53.9408,1,PVTO,,,,,,
125.0,1.26461,0.52396,65.16,1,PVTO,,,,,,
150.0,1.2572,0.551,65.16,1,PVTO,,,,,,
175.0,1.25036,0.57775,65.16,1,PVTO,,,,,,
200.0,1.24403,0.60422,65.16,1,PVTO,,,,,,
225.0,1.23814,0.63041,65.16,1,PVTO,,,,,,
250.0,1.23264,0.65633,65.16,1,PVTO,,,,,,
275.0,1.22749,0.68198,65.16,1,PVTO,,,,,,
300.0,1.22266,0.70736,65.16,1,PVTO,,,,,,
321.381,1.21875096,0.72803,65.16,1,PVTO,,,,,,
350.0,1.21381,0.75732,65.16,1,PVTO,,,,,,
400.0,1.2059,0.80623,65.16,1,PVTO,,,,,,
450.0,1.19900993,0.85419,65.16,1,PVTO,,,,,,
500.0,1.19276639,0.90188,65.16,1,PVTO,,,,,,
150.0,1.29762,0.48131,78.197,1,PVTO,,,,,,
175.0,1.28975,0.50631,78.197,1,PVTO,,,,,,
200.0,1.28249,0.53108,78.197,1,PVTO,,,,,,
225.0,1.27576,0.55563,78.197,1,PVTO,,,,,,
250.0,1.2695,0.57996,78.197,1,PVTO,,,,,,
275.0,1.26366,0.60408,78.197,1,PVTO,,,,,,
300.0,1.25819,0.62798,78.197,1,PVTO,,,,,,
321.381,1.25377096,0.64735,78.197,1,PVTO,,,,,,
350.0,1.2482,0.67514,78.197,1,PVTO,,,,,,
400.0,1.23931,0.72144,78.197,1,PVTO,,,,,,
450.0,1.23155656,0.76704,78.197,1,PVTO,,,,,,
500.0,1.22455291,0.81263,78.197,1,PVTO,,,,,,
175.0,1.33097,0.444,91.613,1,PVTO,,,,,,
200.0,1.32267,0.46708,91.613,1,PVTO,,,,,,
225.0,1.315,0.49,91.613,1,PVTO,,,,,,
250.0,1.30789,0.51275,91.613,1,PVTO,,,,,,
275.0,1.30128,0.53533,91.613,1,PVTO,,,,,,
300.0,1.2951,0.55774,91.613,1,PVTO,,,,,,
321.381,1.29012907,0.5758,91.613,1,PVTO,,,,,,
350.0,1.28388,0.60206,91.613,1,PVTO,,,,,,
400.0,1.27391,0.64569,91.613,1,PVTO,,,,,,
450.0,1.26521729,0.68882,91.613,1,PVTO,,,,,,
500.0,1.25739051,0.73219,91.613,1,PVTO,,,,,,
200.0,1.36491,0.41105,105.478,1,PVTO,,,,,,
225.0,1.35619,0.43236,105.478,1,PVTO,,,,,,
250.0,1.34813,0.45355,105.478,1,PVTO,,,,,,
275.0,1.34066,0.47461,105.478,1,PVTO,,,,,,
300.0,1.3337,0.49555,105.478,1,PVTO,,,,,,
321.381,1.32810905,0.51231,105.478,1,PVTO,,,,,,
350.0,1.3211,0.53703,105.478,1,PVTO,,,,,,
400.0,1.30997,0.57799,105.478,1,PVTO,,,,,,
450.0,1.30025221,0.61861,105.478,1,PVTO,,,,,,
500.0,1.29153121,0.65968,105.478,1,PVTO,,,,,,
225.0,1.39965,0.38173,119.86,1,PVTO,,,,,,
250.0,1.39053,0.4014,119.86,1,PVTO,,,,,,
275.0,1.38209,0.42098,119.86,1,PVTO,,,,,,
300.0,1.37426,0.44047,119.86,1,PVTO,,,,,,
321.381,1.36798448,0.45597,119.86,1,PVTO,,,,,,
350.0,1.36014,0.47917,119.86,1,PVTO,,,,,,
400.0,1.34772,0.51748,119.86,1,PVTO,,,,,,
450.0,1.33688035,0.55557,119.86,1,PVTO,,,,,,
500.0,1.32718526,0.59431,119.86,1,PVTO,,,,,,
250.0,1.43539,0.35544,134.83,1,PVTO,,,,,,
275.0,1.42588,0.37358,134.83,1,PVTO,,,,,,
300.0,1.41708,0.39167,134.83,1,PVTO,,,,,,
321.381,1.41003746,0.40594,134.83,1,PVTO,,,,,,
350.0,1.40126,0.42766,134.83,1,PVTO,,,,,,
400.0,1.38742,0.46338,134.83,1,PVTO,,,,,,
450.0,1.3753493,0.49894,134.83,1,PVTO,,,,,,
500.0,1.36459027,0.53535,134.83,1,PVTO,,,,,,
275.0,1.47471,0.33169,151.087,1,PVTO,,,,,,
300.0,1.4648,0.34842,151.087,1,PVTO,,,,,,
321.381,1.4568922,0.36151,151.087,1,PVTO,,,,,,
350.0,1.44707,0.38179,151.087,1,PVTO,,,,,,
400.0,1.43163,0.41501,151.087,1,PVTO,,,,,,
450.0,1.41814939,0.44817,151.087,1,PVTO,,,,,,
500.0,1.40617772,0.48235,151.087,1,PVTO,,,,,,
300.0,1.51752,0.31006,168.667,1,PVTO,,,,,,
321.381,1.50862139,0.32202,168.667,1,PVTO,,,,,,
350.0,1.49761,0.34091,168.667,1,PVTO,,,,,,
400.0,1.48036,0.3717,168.667,1,PVTO,,,,,,
450.0,1.4652696,0.40256,168.667,1,PVTO,,,,,,
500.0,1.45192032,0.43459,168.667,1,PVTO,,,,,,
321.381,1.55579,0.29297,184.498,1,PVTO,,,,,,
350.0,1.54362,0.30945,184.498,1,PVTO,,,,,,
400.0,1.52464,0.33823,184.498,1,PVTO,,,,,,
450.0,1.50802483,0.36715,184.498,1,PVTO,,,,,,
500.0,1.49337692,0.39736,184.498,1,PVTO,,,,,,
350.0,1.59726788,0.28733,202.9592,1,PVTO,,,,,,
400.0,1.57594539,0.31699,202.9592,1,PVTO,,,,,,
450.0,1.55746313,0.34681,202.9592,1,PVTO,,,,,,
500.0,1.5412325,0.37675,202.9592,1,PVTO,,,,,,
400.0,1.67341862,0.27583,237.40906,1,PVTO,,,,,,
450.0,1.6512006,0.30374,237.40906,1,PVTO,,,,,,
500.0,1.63182497,0.33194,237.40906,1,PVTO,,,,,,
450.0,1.75474458,0.26305,274.83102,1,PVTO,,,,,,
500.0,1.73168104,0.28893,274.83102,1,PVTO,,,,,,
499.9,1.84152712,0.24982,315.41539,1,PVTO,,,,,,
500.0,1.84147617,0.24986,315.41539,1,PVTO,,,,,,
1.0,1.07033,0.645,0.0,2,PVTO,,,,,,
25.0,1.06657,0.668,0.0,2,PVTO,,,,,,
50.0,1.06293,0.691,0.0,2,PVTO,,,,,,
75.0,1.05954,0.714,0.0,2,PVTO,,,,,,
100.0,1.05636,0.736,0.0,2,PVTO,,,,,,
150.0,1.05058,0.778,0.0,2,PVTO,,,,,,
200.0,1.04545,0.819,0.0,2,PVTO,,,,,,
225.0,1.04309,0.838,0.0,2,PVTO,,,,,,
250.0,1.04085,0.857,0.0,2,PVTO,,,,,,
275.0,1.03872,0.876,0.0,2,PVTO,,,,,,
294.6,1.03712,0.891,0.0,2,PVTO,,,,,,
300.0,1.03669,0.895,0.0,2,PVTO,,,,,,
324.0,1.03484,0.912,0.0,2,PVTO,,,,,,
350.0,1.03292,0.93,0.0,2,PVTO,,,,,,
400.0,1.02947,0.964,0.0,2,PVTO,,,,,,
450.0,1.02631,0.997,0.0,2,PVTO,,,,,,
500.0,1.02339,1.029,0.0,2,PVTO,,,,,,
25.0,1.14075,0.484,17.345,2,PVTO,,,,,,
50.0,1.1351,0.506,17.345,2,PVTO,,,,,,
75.0,1.12989,0.527,17.345,2,PVTO,,,,,,
100.0,1.12508,0.548,17.345,2,PVTO,,,,,,
150.0,1.11642,0.588,17.345,2,PVTO,,,,,,
200.0,1.10884,0.627,17.345,2,PVTO,,,,,,
225.0,1.10538,0.646,17.345,2,PVTO,,,,,,
250.0,1.10213,0.664,17.345,2,PVTO,,,,,,
275.0,1.09905,0.683,17.345,2,PVTO,,,,,,
294.6,1.09674,0.697,17.345,2,PVTO,,,,,,
300.0,1.09613,0.701,17.345,2,PVTO,,,,,,
324.0,1.09347,0.718,17.345,2,PVTO,,,,,,
350.0,1.09072,0.736,17.345,2,PVTO,,,,,,
400.0,1.08582,0.769,17.345,2,PVTO,,,,,,
450.0,1.08136,0.802,17.345,2,PVTO,,,,,,
500.0,1.07726,0.834,17.345,2,PVTO,,,,,,
50.0,1.1843,0.439,31.462,2,PVTO,,,,,,
75.0,1.178,0.459,31.462,2,PVTO,,,,,,
100.0,1.17219,0.479,31.462,2,PVTO,,,,,,
150.0,1.16183,0.518,31.462,2,PVTO,,,,,,
200.0,1.15283,0.555,31.462,2,PVTO,,,,,,
225.0,1.14874,0.574,31.462,2,PVTO,,,,,,
250.0,1.1449,0.592,31.462,2,PVTO,,,,,,
275.0,1.14128,0.609,31.462,2,PVTO,,,,,,
294.6,1.13859,0.623,31.462,2,PVTO,,,,,,
300.0,1.13786,0.627,31.462,2,PVTO,,,,,,
324.0,1.13475,0.643,31.462,2,PVTO,,,,,,
350.0,1.13155,0.661,31.462,2,PVTO,,,,,,
400.0,1.12584,0.694,31.462,2,PVTO,,,,,,
450.0,1.12066,0.726,31.462,2,PVTO,,,,,,
500.0,1.11592,0.757,31.462,2,PVTO,,,,,,
75.0,1.22415,0.402,45.089,2,PVTO,,,,,,
100.0,1.21728,0.421,45.089,2,PVTO,,,,,,
150.0,1.2051,0.458,45.089,2,PVTO,,,,,,
200.0,1.19461,0.494,45.089,2,PVTO,,,,,,
225.0,1.18987,0.512,45.089,2,PVTO,,,,,,
250.0,1.18543,0.529,45.089,2,PVTO,,,,,,
275.0,1.18125,0.546,45.089,2,PVTO,,,,,,
294.6,1.17814,0.559,45.089,2,PVTO,,,,,,
300.0,1.17731,0.563,45.089,2,PVTO,,,,,,
324.0,1.17373,0.579,45.089,2,PVTO,,,,,,
350.0,1.17006,0.596,45.089,2,PVTO,,,,,,
400.0,1.16354,0.628,45.089,2,PVTO,,,,,,
450.0,1.15762,0.659,45.089,2,PVTO,,,,,,
500.0,1.15223,0.689,45.089,2,PVTO,,,,,,
100.0,1.26373,0.37,58.99,2,PVTO,,,,,,
150.0,1.24949,0.405,58.99,2,PVTO,,,,,,
200.0,1.23732,0.439,58.99,2,PVTO,,,,,,
225.0,1.23186,0.456,58.99,2,PVTO,,,,,,
250.0,1.22675,0.473,58.99,2,PVTO,,,,,,
275.0,1.22196,0.489,58.99,2,PVTO,,,,,,
294.6,1.21841,0.501,58.99,2,PVTO,,,,,,
300.0,1.21746,0.505,58.99,2,PVTO,,,,,,
324.0,1.21337,0.52,58.99,2,PVTO,,,,,,
350.0,1.20919,0.536,58.99,2,PVTO,,,,,,
400.0,1.20178,0.567,58.99,2,PVTO,,,,,,
450.0,1.19508,0.597,58.99,2,PVTO,,,,,,
500.0,1.18899,0.626,58.99,2,PVTO,,,,,,
150.0,1.34603,0.316,88.618,2,PVTO,,,,,,
200.0,1.32975,0.346,88.618,2,PVTO,,,,,,
225.0,1.32253,0.361,88.618,2,PVTO,,,,,,
250.0,1.31582,0.376,88.618,2,PVTO,,,,,,
275.0,1.30957,0.39,88.618,2,PVTO,,,,,,
294.6,1.30495,0.401,88.618,2,PVTO,,,,,,
300.0,1.30371,0.405,88.618,2,PVTO,,,,,,
324.0,1.29843,0.418,88.618,2,PVTO,,,,,,
350.0,1.29305,0.433,88.618,2,PVTO,,,,,,
400.0,1.28357,0.46,88.618,2,PVTO,,,,,,
450.0,1.27505,0.488,88.618,2,PVTO,,,,,,
500.0,1.26736,0.514,88.618,2,PVTO,,,,,,
200.0,1.43292,0.273,120.85,2,PVTO,,,,,,
225.0,1.42343,0.286,120.85,2,PVTO,,,,,,
250.0,1.41467,0.299,120.85,2,PVTO,,,,,,
275.0,1.40656,0.312,120.85,2,PVTO,,,,,,
294.6,1.4006,0.322,120.85,2,PVTO,,,,,,
300.0,1.39901,0.324,120.85,2,PVTO,,,,,,
324.0,1.39224,0.336,120.85,2,PVTO,,,,,,
350.0,1.38537,0.349,120.85,2,PVTO,,,,,,
400.0,1.37334,0.374,120.85,2,PVTO,,,,,,
450.0,1.36263,0.398,120.85,2,PVTO,,,,,,
500.0,1.353,0.422,120.85,2,PVTO,,,,,,
225.0,1.47867,0.255,138.134,2,PVTO,,,,,,
250.0,1.46868,0.267,138.134,2,PVTO,,,,,,
275.0,1.45945,0.279,138.134,2,PVTO,,,,,,
294.6,1.45269,0.288,138.134,2,PVTO,,,,,,
300.0,1.45089,0.291,138.134,2,PVTO,,,,,,
324.0,1.44324,0.302,138.134,2,PVTO,,,,,,
350.0,1.43549,0.314,138.134,2,PVTO,,,,,,
400.0,1.42197,0.337,138.134,2,PVTO,,,,,,
450.0,1.40997,0.36,138.134,2,PVTO,,,,,,
500.0,1.39923,0.382,138.134,2,PVTO,,,,,,
250.0,1.52632,0.239,156.324,2,PVTO,,,,,,
275.0,1.51583,0.25,156.324,2,PVTO,,,,,,
294.6,1.50816,0.258,156.324,2,PVTO,,,,,,
300.0,1.50613,0.261,156.324,2,PVTO,,,,,,
324.0,1.49748,0.271,156.324,2,PVTO,,,,,,
350.0,1.48874,0.282,156.324,2,PVTO,,,,,,
400.0,1.47356,0.304,156.324,2,PVTO,,,,,,
450.0,1.46013,0.325,156.324,2,PVTO,,,,,,
500.0,1.44816,0.346,156.324,2,PVTO,,,,,,
275.0,1.5761,0.224,175.509,2,PVTO,,,,,,
294.6,1.56741,0.232,175.509,2,PVTO,,,,,,
300.0,1.5651,0.234,175.509,2,PVTO,,,,,,
324.0,1.55533,0.244,175.509,2,PVTO,,,,,,
350.0,1.54549,0.254,175.509,2,PVTO,,,,,,
400.0,1.52844,0.274,175.509,2,PVTO,,,,,,
450.0,1.51343,0.294,175.509,2,PVTO,,,,,,
500.0,1.50009,0.314,175.509,2,PVTO,,,,,,
294.6,1.61682,0.214,191.323,2,PVTO,,,,,,
300.0,1.61428,0.216,191.323,2,PVTO,,,,,,
324.0,1.60352,0.225,191.323,2,PVTO,,,,,,
350.0,1.59271,0.235,191.323,2,PVTO,,,,,,
400.0,1.57404,0.254,191.323,2,PVTO,,,,,,
450.0,1.55767,0.272,191.323,2,PVTO,,,,,,
500.0,1.54315,0.291,191.323,2,PVTO,,,,,,
300.0,1.62835,0.211,195.818,2,PVTO,,,,,,
324.0,1.6173,0.22,195.818,2,PVTO,,,,,,
350.0,1.60621,0.23,195.818,2,PVTO,,,,,,
400.0,1.58707,0.248,195.818,2,PVTO,,,,,,
450.0,1.5703,0.267,195.818,2,PVTO,,,,,,
500.0,1.55544,0.285,195.818,2,PVTO,,,,,,
324.0,1.68095,0.199,216.43,2,PVTO,,,,,,
350.0,1.66851,0.208,216.43,2,PVTO,,,,,,
400.0,1.64713,0.226,216.43,2,PVTO,,,,,,
450.0,1.62847,0.243,216.43,2,PVTO,,,,,,
500.0,1.612,0.26,216.43,2,PVTO,,,,,,
1.0,1.33773896,0.0135911,,1,PVTG,7.088e-06,,,,,
1.0,1.33773896,0.0135911,,1,PVTG,0.0,,,,,
25.0,0.05171793,0.01379985,,1,PVTG,1.8084e-05,,,,,
25.0,0.05171793,0.01379985,,1,PVTG,0.0,,,,,
50.0,0.02505107,0.01414148,,1,PVTG,2.9562e-05,,,,,
50.0,0.02505107,0.01414148,,1,PVTG,0.0,,,,,
75.0,0.01626529,0.01463768,,1,PVTG,4.1066e-05,,,,,
75.0,0.01626529,0.01463768,,1,PVTG,0.0,,,,,
125.0,0.009642,0.016094,,1,PVTG,6.415e-05,,,,,
125.0,0.009642,0.016094,,1,PVTG,0.0,,,,,
150.0,0.008016,0.017264,,1,PVTG,7.573e-05,,,,,
150.0,0.008016,0.017264,,1,PVTG,0.0,,,,,
175.0,0.006893,0.018641,,1,PVTG,9.121e-05,,,,,
175.0,0.006893,0.018641,,1,PVTG,0.0,,,,,
200.0,0.006084,0.020224,,1,PVTG,0.00011095,,,,,
200.0,0.006084,0.020224,,1,PVTG,0.0,,,,,
225.0,0.005481,0.022006,,1,PVTG,0.00013425,,,,,
225.0,0.005481,0.022006,,1,PVTG,0.0,,,,,
250.0,0.005022,0.023983,,1,PVTG,0.00016123,,,,,
250.0,0.005022,0.023983,,1,PVTG,0.0,,,,,
275.0,0.004668,0.026157,,1,PVTG,0.00019361,,,,,
275.0,0.004668,0.026157,,1,PVTG,0.0,,,,,
300.0,0.004392,0.028549,,1,PVTG,0.00023242,,,,,
300.0,0.004392,0.028549,,1,PVTG,0.0,,,,,
321.381,0.004206,0.030797,,1,PVTG,0.00027184,,,,,
321.381,0.004206,0.030797,,1,PVTG,0.0,,,,,
350.0,0.00399117,0.03444744,,1,PVTG,0.00032694,,,,,
350.0,0.00399117,0.03444744,,1,PVTG,0.0,,,,,
400.0,0.00377623,0.04071923,,1,PVTG,0.00043319,,,,,
400.0,0.00377623,0.04071923,,1,PVTG,0.0,,,,,
450.0,0.00365947,0.04804198,,1,PVTG,0.000550765,,,,,
450.0,0.00365947,0.04804198,,1,PVTG,0.0,,,,,
500.0,0.00361024,0.0568622,,1,PVTG,0.000678112,,,,,
500.0,0.00361024,0.0568622,,1,PVTG,0.0,,,,,
1.0,1.877001,0.01037,,2,PVTG,2.123e-06,,,,,
1.0,1.352546,0.011247,,2,PVTG,0.0,,,,,
25.0,0.050493,0.012925,,2,PVTG,5.99e-06,,,,,
25.0,0.050477,0.012932,,2,PVTG,0.0,,,,,
50.0,0.024609,0.01373,,2,PVTG,4.9422e-06,,,,,
50.0,0.024612,0.013734,,2,PVTG,0.0,,,,,
75.0,0.016094,0.014475,,2,PVTG,6.1628e-06,,,,,
75.0,0.016102,0.014475,,2,PVTG,0.0,,,,,
100.0,0.011902,0.015347,,2,PVTG,8.6829e-06,,,,,
100.0,0.011915,0.015334,,2,PVTG,0.0,,,,,
150.0,0.007838,0.017699,,2,PVTG,1.91019e-05,,,,,
150.0,0.00786,0.017591,,2,PVTG,0.0,,,,,
200.0,0.005938,0.020947,,2,PVTG,4.14858e-05,,,,,
200.0,0.005967,0.020506,,2,PVTG,0.0,,,,,
225.0,0.005349,0.022888,,2,PVTG,5.95434e-05,,,,,
225.0,0.005377,0.022116,,2,PVTG,0.0,,,,,
250.0,0.004903,0.025025,,2,PVTG,8.3633e-05,,,,,
250.0,0.004925,0.023767,,2,PVTG,0.0,,,,,
275.0,0.004561,0.027355,,2,PVTG,0.0001148977,,,,,
275.0,0.004571,0.025418,,2,PVTG,0.0,,,,,
294.6,0.00435,0.029325,,2,PVTG,0.0001452455,,,,,
294.6,0.004344,0.026696,,2,PVTG,0.0,,,,,
300.0,0.004299,0.029893,,2,PVTG,0.0001546223,,,,,
300.0,0.004288,0.027044,,2,PVTG,0.0,,,,,
324.0,0.004107,0.032559,,2,PVTG,0.000202062,,,,,
324.0,0.004098,0.031456,,2,PVTG,0.0001546223,,,,,
324.0,0.004097,0.031237,,2,PVTG,0.0001452455,,,,,
324.0,0.004093,0.030521,,2,PVTG,0.0001148977,,,,,
324.0,0.004089,0.029767,,2,PVTG,8.3633e-05,,,,,
324.0,0.004088,0.029165,,2,PVTG,5.95434e-05,,,,,
324.0,0.004087,0.028702,,2,PVTG,4.14858e-05,,,,,
324.0,0.004085,0.028173,,2,PVTG,1.91019e-05,,,,,
324.0,0.004068,0.028353,,2,PVTG,8.6829e-06,,,,,
324.0,0.004066,0.028567,,2,PVTG,0.0,,,,,
,,,,1,DENSITY,,852.95669,999.041,0.90358,,
,,,,2,DENSITY,,861.0,999.1,1.01735,,
280.0,,,,1,ROCK,,,,,5.6e-05,
280.0,,,,2,ROCK,,,,,5.6e-05,
247.7,1.03665,0.2912,,1,PVTW,,,,,4.1726e-05,9.9835e-05
247.7,1.03665,0.2912,,2,PVTW,,,,,4.1726e-05,9.9835e-05
